RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,Alpha-3 code
200,Tajikistan,M,Education,No education,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Education,Primary,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Education,Secondary,... if she goes out without telling him,42736,,TJK
270,Tajikistan,M,Education,Higher,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Education,No education,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Education,Primary,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Education,Secondary,... if she neglects the children,42736,,TJK
340,Tajikistan,M,Education,Higher,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Education,No education,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Education,Primary,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Education,Secondary,... if she refuses to have sex with him,42736,,TJK
410,Tajikistan,M,Employment,Employed for cash,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Employment,Employed for kind,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Employment,Unemployed,... for at least one specific reason,42736,,TJK
130,Tajikistan,M,Employment,Employed for cash,... if she argues with him,42736,,TJK
130,Tajikistan,M,Employment,Employed for kind,... if she argues with him,42736,,TJK
130,Tajikistan,M,Employment,Unemployed,... if she argues with him,42736,,TJK
60,Tajikistan,M,Employment,Employed for cash,... if she burns the food,42736,,TJK
60,Tajikistan,M,Employment,Employed for kind,... if she burns the food,42736,,TJK
60,Tajikistan,M,Employment,Unemployed,... if she burns the food,42736,,TJK
200,Tajikistan,M,Employment,Employed for cash,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Employment,Employed for kind,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Employment,Unemployed,... if she goes out without telling him,42736,,TJK
270,Tajikistan,M,Employment,Employed for cash,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Employment,Employed for kind,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Employment,Unemployed,... if she neglects the children,42736,,TJK
340,Tajikistan,M,Employment,Employed for cash,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Employment,Employed for kind,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Employment,Unemployed,... if she refuses to have sex with him,42736,,TJK
410,Tajikistan,M,Marital status,Married or living together,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Marital status,Never married,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,42736,,TJK
130,Tajikistan,M,Marital status,Married or living together,... if she argues with him,42736,,TJK
130,Tajikistan,M,Marital status,Never married,... if she argues with him,42736,,TJK
130,Tajikistan,M,Marital status,Widowed, divorced, separated,... if she argues with him,42736,,TJK
60,Tajikistan,M,Marital status,Married or living together,... if she burns the food,42736,,TJK
60,Tajikistan,M,Marital status,Never married,... if she burns the food,42736,,TJK
60,Tajikistan,M,Marital status,Widowed, divorced, separated,... if she burns the food,42736,,TJK
200,Tajikistan,M,Marital status,Married or living together,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Marital status,Never married,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42736,,TJK
270,Tajikistan,M,Marital status,Married or living together,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Marital status,Never married,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Marital status,Widowed, divorced, separated,... if she neglects the children,42736,,TJK
340,Tajikistan,M,Marital status,Married or living together,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Marital status,Never married,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42736,,TJK
410,Tajikistan,M,Residence,Rural,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Residence,Urban,... for at least one specific reason,42736,,TJK
130,Tajikistan,M,Residence,Rural,... if she argues with him,42736,,TJK
130,Tajikistan,M,Residence,Urban,... if she argues with him,42736,,TJK
60,Tajikistan,M,Residence,Rural,... if she burns the food,42736,,TJK
60,Tajikistan,M,Residence,Urban,... if she burns the food,42736,,TJK
200,Tajikistan,M,Residence,Rural,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Residence,Urban,... if she goes out without telling him,42736,,TJK
270,Tajikistan,M,Residence,Rural,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Residence,Urban,... if she neglects the children,42736,,TJK
340,Tajikistan,M,Residence,Rural,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Residence,Urban,... if she refuses to have sex with him,42736,,TJK
411,Tanzania,F,Age,15-24,... for at least one specific reason,42005,59.4,TZA
411,Tanzania,F,Age,25-34,... for at least one specific reason,42005,55.9,TZA
411,Tanzania,F,Age,35-49,... for at least one specific reason,42005,58.3,TZA
131,Tanzania,F,Age,15-24,... if she argues with him,42005,42.1,TZA
131,Tanzania,F,Age,25-34,... if she argues with him,42005,40.6,TZA
131,Tanzania,F,Age,35-49,... if she argues with him,42005,43.2,TZA
61,Tanzania,F,Age,15-24,... if she burns the food,42005,19.3,TZA
61,Tanzania,F,Age,25-34,... if she burns the food,42005,19.8,TZA
61,Tanzania,F,Age,35-49,... if she burns the food,42005,21.7,TZA
201,Tanzania,F,Age,15-24,... if she goes out without telling him,42005,40.3,TZA
201,Tanzania,F,Age,25-34,... if she goes out without telling him,42005,40.3,TZA
201,Tanzania,F,Age,35-49,... if she goes out without telling him,42005,42.2,TZA
271,Tanzania,F,Age,15-24,... if she neglects the children,42005,48.1,TZA
271,Tanzania,F,Age,25-34,... if she neglects the children,42005,46.9,TZA
271,Tanzania,F,Age,35-49,... if she neglects the children,42005,48.5,TZA
341,Tanzania,F,Age,15-24,... if she refuses to have sex with him,42005,26.9,TZA
341,Tanzania,F,Age,25-34,... if she refuses to have sex with him,42005,31.3,TZA
341,Tanzania,F,Age,35-49,... if she refuses to have sex with him,42005,34.5,TZA
411,Tanzania,F,Education,Higher,... for at least one specific reason,42005,10.4,TZA
411,Tanzania,F,Education,No education,... for at least one specific reason,42005,65,TZA
411,Tanzania,F,Education,Primary,... for at least one specific reason,42005,62.2,TZA
411,Tanzania,F,Education,Secondary,... for at least one specific reason,42005,44.7,TZA
131,Tanzania,F,Education,Higher,... if she argues with him,42005,1.9,TZA
131,Tanzania,F,Education,No education,... if she argues with him,42005,51.1,TZA
131,Tanzania,F,Education,Primary,... if she argues with him,42005,45.6,TZA
131,Tanzania,F,Education,Secondary,... if she argues with him,42005,28.2,TZA
61,Tanzania,F,Education,Higher,... if she burns the food,42005,0.3,TZA
61,Tanzania,F,Education,No education,... if she burns the food,42005,29.3,TZA
61,Tanzania,F,Education,Primary,... if she burns the food,42005,22.7,TZA
61,Tanzania,F,Education,Secondary,... if she burns the food,42005,8.2,TZA
201,Tanzania,F,Education,Higher,... if she goes out without telling him,42005,2.4,TZA
201,Tanzania,F,Education,No education,... if she goes out without telling him,42005,51.3,TZA
201,Tanzania,F,Education,Primary,... if she goes out without telling him,42005,44.5,TZA
201,Tanzania,F,Education,Secondary,... if she goes out without telling him,42005,26.3,TZA
271,Tanzania,F,Education,Higher,... if she neglects the children,42005,9.9,TZA
271,Tanzania,F,Education,No education,... if she neglects the children,42005,55.4,TZA
271,Tanzania,F,Education,Primary,... if she neglects the children,42005,51.2,TZA
271,Tanzania,F,Education,Secondary,... if she neglects the children,42005,35.9,TZA
341,Tanzania,F,Education,Higher,... if she refuses to have sex with him,42005,1.2,TZA
341,Tanzania,F,Education,No education,... if she refuses to have sex with him,42005,41.9,TZA
341,Tanzania,F,Education,Primary,... if she refuses to have sex with him,42005,34.1,TZA
341,Tanzania,F,Education,Secondary,... if she refuses to have sex with him,42005,14.5,TZA
411,Tanzania,F,Employment,Employed for cash,... for at least one specific reason,42005,53.3,TZA
411,Tanzania,F,Employment,Employed for kind,... for at least one specific reason,42005,68.3,TZA
411,Tanzania,F,Employment,Unemployed,... for at least one specific reason,42005,54,TZA
131,Tanzania,F,Employment,Employed for cash,... if she argues with him,42005,37.2,TZA
131,Tanzania,F,Employment,Employed for kind,... if she argues with him,42005,51.9,TZA
131,Tanzania,F,Employment,Unemployed,... if she argues with him,42005,38.3,TZA
61,Tanzania,F,Employment,Employed for cash,... if she burns the food,42005,16.9,TZA
61,Tanzania,F,Employment,Employed for kind,... if she burns the food,42005,27.9,TZA
61,Tanzania,F,Employment,Unemployed,... if she burns the food,42005,16.4,TZA
201,Tanzania,F,Employment,Employed for cash,... if she goes out without telling him,42005,36.2,TZA
201,Tanzania,F,Employment,Employed for kind,... if she goes out without telling him,42005,50.9,TZA
201,Tanzania,F,Employment,Unemployed,... if she goes out without telling him,42005,37.1,TZA
271,Tanzania,F,Employment,Employed for cash,... if she neglects the children,42005,44.4,TZA
271,Tanzania,F,Employment,Employed for kind,... if she neglects the children,42005,56,TZA
271,Tanzania,F,Employment,Unemployed,... if she neglects the children,42005,44.1,TZA
341,Tanzania,F,Employment,Employed for cash,... if she refuses to have sex with him,42005,26.6,TZA
341,Tanzania,F,Employment,Employed for kind,... if she refuses to have sex with him,42005,40.3,TZA
341,Tanzania,F,Employment,Unemployed,... if she refuses to have sex with him,42005,25.2,TZA
411,Tanzania,F,Marital status,Married or living together,... for at least one specific reason,42005,60.2,TZA
411,Tanzania,F,Marital status,Never married,... for at least one specific reason,42005,52.9,TZA
411,Tanzania,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,42005,57.8,TZA
131,Tanzania,F,Marital status,Married or living together,... if she argues with him,42005,44.7,TZA
131,Tanzania,F,Marital status,Never married,... if she argues with him,42005,35.5,TZA
131,Tanzania,F,Marital status,Widowed, divorced, separated,... if she argues with him,42005,41.8,TZA
61,Tanzania,F,Marital status,Married or living together,... if she burns the food,42005,21.6,TZA
61,Tanzania,F,Marital status,Never married,... if she burns the food,42005,16.2,TZA
61,Tanzania,F,Marital status,Widowed, divorced, separated,... if she burns the food,42005,21.3,TZA
201,Tanzania,F,Marital status,Married or living together,... if she goes out without telling him,42005,44,TZA
201,Tanzania,F,Marital status,Never married,... if she goes out without telling him,42005,33.9,TZA
201,Tanzania,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42005,39.9,TZA
271,Tanzania,F,Marital status,Married or living together,... if she neglects the children,42005,50.1,TZA
271,Tanzania,F,Marital status,Never married,... if she neglects the children,42005,41.8,TZA
271,Tanzania,F,Marital status,Widowed, divorced, separated,... if she neglects the children,42005,49.1,TZA
341,Tanzania,F,Marital status,Married or living together,... if she refuses to have sex with him,42005,33.8,TZA
341,Tanzania,F,Marital status,Never married,... if she refuses to have sex with him,42005,21,TZA
341,Tanzania,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42005,32.9,TZA
411,Tanzania,F,Residence,Rural,... for at least one specific reason,42005,62.1,TZA
411,Tanzania,F,Residence,Urban,... for at least one specific reason,42005,50.8,TZA
131,Tanzania,F,Residence,Rural,... if she argues with him,42005,46.5,TZA
131,Tanzania,F,Residence,Urban,... if she argues with him,42005,34.1,TZA
61,Tanzania,F,Residence,Rural,... if she burns the food,42005,24.3,TZA
61,Tanzania,F,Residence,Urban,... if she burns the food,42005,12.8,TZA
201,Tanzania,F,Residence,Rural,... if she goes out without telling him,42005,45.8,TZA
201,Tanzania,F,Residence,Urban,... if she goes out without telling him,42005,32.2,TZA
271,Tanzania,F,Residence,Rural,... if she neglects the children,42005,51.7,TZA
271,Tanzania,F,Residence,Urban,... if she neglects the children,42005,41.2,TZA
341,Tanzania,F,Residence,Rural,... if she refuses to have sex with him,42005,35.7,TZA
341,Tanzania,F,Residence,Urban,... if she refuses to have sex with him,42005,21.2,TZA
411,Tanzania,M,Age,15-24,... for at least one specific reason,42005,47.8,TZA
411,Tanzania,M,Age,25-34,... for at least one specific reason,42005,34.1,TZA
411,Tanzania,M,Age,35-49,... for at least one specific reason,42005,33,TZA
131,Tanzania,M,Age,15-24,... if she argues with him,42005,30.6,TZA
131,Tanzania,M,Age,25-34,... if she argues with him,42005,19.2,TZA
131,Tanzania,M,Age,35-49,... if she argues with him,42005,20.4,TZA
61,Tanzania,M,Age,15-24,... if she burns the food,42005,9.2,TZA
61,Tanzania,M,Age,25-34,... if she burns the food,42005,3.7,TZA
61,Tanzania,M,Age,35-49,... if she burns the food,42005,4.7,TZA
201,Tanzania,M,Age,15-24,... if she goes out without telling him,42005,26.9,TZA
201,Tanzania,M,Age,25-34,... if she goes out without telling him,42005,17.8,TZA
201,Tanzania,M,Age,35-49,... if she goes out without telling him,42005,21.1,TZA
271,Tanzania,M,Age,15-24,... if she neglects the children,42005,37.8,TZA
271,Tanzania,M,Age,25-34,... if she neglects the children,42005,25.1,TZA
271,Tanzania,M,Age,35-49,... if she neglects the children,42005,25.7,TZA
341,Tanzania,M,Age,15-24,... if she refuses to have sex with him,42005,16.9,TZA
341,Tanzania,M,Age,25-34,... if she refuses to have sex with him,42005,10.1,TZA
341,Tanzania,M,Age,35-49,... if she refuses to have sex with him,42005,12.5,TZA
